Name,Country,ID
whiMp,Denmark,2000
A Team,Kazakhstan,2495
dilectus,Latvia,3491
cHuMbAwUmBa,France,2745
eXtensive,France,2249
Born Bad,Bosnia and Herzegovina,3739
NITROSE,France,2746
SK community 1,Europe,3492
Gamers-Area,France,2496
Hometown Hotties,Poland,3244
Stureplan-Mighty,Sweden,2996
Lords of Heaven,United Arab Emirates,2001
WonderWall,France,2250
e7p,Bosnia and Herzegovina,3740
Paragon,United States,2497
venatus,Sweden,2997
SK community 2,Europe,3493
ATOMIC-CREW,France,2747
team [],Denmark,3245
IMPULSE,United Arab Emirates,2002
XIX,Venezuela,2251
str8,Bosnia and Herzegovina,3741
xotica,Finland,3494
DK-online.nu,Denmark,3246
Gamingplace,Sweden,2998
GameHolics,United Arab Emirates,2003
Loaded,United States,2498
Skywalkers,Bosnia and Herzegovina,3742
Fair Frag,France,2748
Artyk,Peru,2252
Chancen oder die,Denmark,3247
Local4,United Arab Emirates,2004
Infamy,United States,2499
infected cnt,Russia,2999
prodigy-esc,France,2749
SPRAYDOWN,Poland,3495
dARKSIDE,Poland,2253
RESHETKA,Russia,3743
Gravitas,Denmark,3248
unnamed,Russia,3000
Immortal7,United States,2500
Local5,United Arab Emirates,2005
wallemix,Sweden,2254
Legend,Sweden,2750
urbanExp,Serbia,3496
F4uPY,Russia,3744
myth,United Arab Emirates,2006
zNation,Russia,3001
Excello,United States,2501
denuke gaming,Denmark,3497
team.avd,Sweden,2751
4frags,Spain,2255
Hennings K.,Denmark,3249
Burn,Russia,3745
Djinns,Spain,2007
Lost in Tag,Brazil,2256
WEBPLUS,Russia,3002
Cheap Times!,Denmark,2752
Who is Who,Ukraine,2502
Onlinerz,Denmark,3498
Loverboys,Denmark,3250
Prustenkrucken,France,3746
maybe,Ukraine,2503
face!,Denmark,3499
wtm-gaming,Spain,2008
playArt,Brazil,2257
Los Mongollos,Denmark,3251
Iron Will,Russia,3003
Insomnia,France,3747
Shark.Confis,Sweden,2753
LG13,Ukraine,2504
Gamerzone.dk,Denmark,3500
teamfuRy,Brazil,2258
eXelon,Finland,2009
Sopgaming,Denmark,3252
Museum,Russia,3004
Mindfreak,Australia,3748
befara,Sweden,2754
party,Ukraine,2505
FireGamers,Brazil,2259
mousefire,Finland,3501
WINNERS,Finland,2010
Sthlm Angels,Sweden,3005
Gameroid,Denmark,3253
Exile 5,Australia,3749
asdlol,Sweden,3502
CLANTEAMFALCON,Sweden,2755
Visage,Norway,2011
venom9x,Brazil,2260
impossible,Ukraine,2506
iGamerz fe,France,3006
rowdy,Denmark,3254
C2H5OH zlo,Azerbaijan,3750
Wild Ineters,Argentina,3007
team isak,Denmark,3255
XpreZ,Norway,2012
semXorah,Brazil,2261
state21,Ukraine,2507
Brend,Sweden,2756
sixbaners,Czech Republic,3751
DiEHARDS,Netherlands,3503
NORDIC-eSport,Denmark,3256
No Limits,Venezuela,3008
spraynpray,Ukraine,2508
straightsix,United Kingdom,2262
Deageless,Norway,2013
BADBEAT,Greece,3752
BOB,Hungary,3504
Yatta!,Sweden,2757
MoD,Denmark,2263
NoPression,Canada,2014
iRage.mix,Denmark,3257
KKA,Bosnia and Herzegovina,3009
TreezZ,Ukraine,2509
NOM-GAMING,Israel,3753
SkyLine,Kyrgyzstan,3505
Vicious and Evil,Sweden,2758
The New Deal,Finland,2264
evoLtic,Denmark,3258
eoL2010,Poland,3010
KARFO,Greece,3754
ARTLEZ,Switzerland,2015
JE,Ukraine,2510
es,Romania,3506
doozies,Finland,2759
INiOV,Greece,3755
BoomSlave,Poland,3011
redWhite,Other,2265
Selected,Montenegro,2016
HIMYM,Denmark,3259
Accuracy,Brazil,2511
high.voodoo,Romania,3507
DICKHOUSE,Finland,2760
Superb,Greece,3756
PCWteam,Norway,2266
hax,Poland,3012
XLungiz,Bangladesh,2017
7,Denmark,3260
exP!,Brazil,2512
nueVitaz,Romania,3508
Shrimp,Finland,2761
Everwake,Greece,3757
DOK,Netherlands,2267
goingwild,Poland,3013
Spininn,Georgia,2018
Tarantul,Belarus,3261
Hard Division,Brazil,2513
fb,Romania,3509
Auri Sacra Fames,Norway,2762
StarQuality,Greece,3758
PinCho Baltics,Lithuania,2268
toplvl,Poland,3014
Jouers,Belarus,3262
ECO.COBRA,Brazil,2514
neWave,Serbia,2019
olds,Romania,3510
Soldados,Norway,2763
Level7,Greece,3759
MOF,Poland,3015
Clan Banan,Belarus,3263
kS,Brazil,2515
AUTHORITY,Brazil,2269
Guerilla_Method,Croatia,2020
ufh,Romania,3511
Fengshuii,Norway,2764
Dynasty,Greece,3760
webmajster,Poland,3016
Serious Business,Austria,3264
Team LZ,Malaysia,2021
inSanity,Brazil,2516
evocom.es,Spain,2270
Challengers,Europe,3512
Lagunak,Spain,3761
sudo,Norway,2765
brutaLity,Brazil,2517
laidback!,Sweden,3265
K29,Belarus,2022
FairPlay,Spain,2271
Gameline,Belgium,3513
RIVALRY,Poland,3017
Dokee,China,3762
suspect-zero,Norway,2766
Electronic Sahara,France,3266
CNB,Brazil,2518
MySky,Kazakhstan,3514
F.azer.Z,Azerbaijan,2023
wtts,Spain,2272
CH0Pe,Spain,3018
teamwork,China,3763
EXCESSIVE is a BABAR,France,3267
sixty9,Brazil,2519
tws.mc,Australia,2024
esprit,Moldova,3515
TFD,Spain,2273
Spanien,Spain,3019
Next Evolution,Macedonia,3764
NEVERLAN,Norway,2767
IN YOUR HEAD!,France,3268
LiT,Brazil,2520
SEOULJINHWA,Korea,3516
Inf. Gamers,Spain,2274
Liquid,Sri Lanka,2025
Rednex Gaming,Norway,2768
27united,Austria,3269
IYH,France,3765
myRevenge.es,Spain,3020
ultrAvioleNt,Brazil,2521
Asesinos Letales,Spain,2275
Gameburg,Poland,3517
UMX.us,United States,2769
Online-Kingdom,Portugal,3270
bringitON,Romania,3766
mTm,Spain,3021
Just,Uzbekistan,2026
LAMENT,Poland,3518
Team Horda,Spain,2276
thesix,Brazil,2522
mortalklan,Spain,3022
FoP,Hungary,3767
aNimus-Gaming.ee,Estonia,3271
Team_Immunity ,Argentina,2027
bb-boys,Spain,2277
MagicPLAY,Poland,3519
EnRo female,Germany,2770
immortality,Brazil,2523
Damos Tortas Wapas,Albania,3023
ma3x,Bulgaria,3768
nSt-Gaming,Greece,2278
ieS.at,Austria,3272
HERJING,Norway,2771
MaxFloPlaY,Poland,3520
Nextlevel,Indonesia,2028
CD,China,2524
ZapateroDimision,Spain,3024
dcocks,Hungary,3769
skillzofAtradal,Sweden,2279
Sypher,Belgium,3273
ESEA West All-Star,United States,2772
P2G-Gaming,Poland,3521
nitro-team,Poland,2525
1st.VN,Vietnam,2029
deathcard,Sweden,2280
SUM,Serbia,3770
sDm,Brazil,3025
myRevenge.uk,United Kingdom,3274
GFO,Poland,2526
ESEA East All-Star,United States,2773
Sanctuss,Denmark,2030
ZKteam,Poland,3522
StayInSchool,Sweden,2281
HardPlay,Poland,2527
edepol,Sweden,3026
LDLC.com fe,France,3275
Legion.gmo,Norway,2031
DTC,Denmark,2774
talikemix,Spain,3771
PlayNation,Serbia,3523
CMAX.gg,Estonia,2282
EYES ON U fe,Germany,3276
69ers fe,Germany,2528
friendsUnited,Serbia,3524
club bathory,Spain,3772
Value,Denmark,2775
klan banan,Russia,3027
Vulkan,Denmark,2032
tNhyper,Korea,3277
MYM.se,Sweden,2529
TV-iNTERNET,Sweden,2283
FRATER,Serbia,3525
BANDIT3N,Germany,3028
SNc,Spain,3773
Eradicate,Denmark,2776
;:;&apos;,Sweden,2033
ESG!,Sweden,2284
Vae Victis,Japan,3278
flunkerne,Denmark,2777
DPS,Serbia,3526
AIMD,Korea,2034
MUSKELBYGGNING,Sweden,3029
TEAM NORDY,Sweden,2530
cyfi,Sweden,2285
Infragzion,Hong Kong,3279
Fendetestas,Spain,3030
SS300,Denmark,3774
sosick,Norway,2778
FullProof,Serbia,3527
elysium-cell,Korea,2035
Playzone,Finland,2531
DIABLOSQUAD,Sweden,2286
feolb,Sweden,3280
4FRAGS,Spain,3031
RnB,Korea,2036
Guardian,Norway,2779
v300,Australia,2532
ieS.de,Germany,3775
clan+,Serbia,3528
untagged,Spain,3032
noN stoP fe,Spain,3281
SQL,Australia,2533
ATD,Sweden,2287
esq.wind,Korea,2037
BAHURWA,Austria,2780
fC.SNOGARD,Germany,3776
CLARION,Serbia,3529
SILENTASSAULT,Korea,2038
cybernation fe,France,3282
VanD1A,Sweden,3033
APS,Kazakhstan,2781
CANT HIDE FROM,Serbia,3530
TEAM ENERIC,Sweden,2288
TheyKickAss,Germany,3777
Frag Dominant,Canada,2534
ELDEFFEKTEN ,Sweden,3034
Aquintra ,Sweden,2289
onino,Kazakhstan,2782
SOLSTICE,Germany,3778
LWC,Serbia,3531
Moscow Five fe,Russia,3283
THE-NUCLEUS ,Korea,2039
DINC,Canada,2535
WHITEPORTION,Sweden,3035
cruhz,Sweden,2290
fiA,Kazakhstan,2783
mjao,Germany,3779
NBK,Romania,3532
FA,Norway,3284
h5,United Kingdom,2040
The Kenna 5ive,United States,2536
onspot ,Sweden,3036
Cover Your Six!,Norway,2291
12345,Kazakhstan,2784
Annoyed,Sweden,3780
HOLGER,Netherlands,3285
The realisT projecT,United States,2041
theCOOLkids,United States,2537
anytime,Sweden,3037
definire,Sweden,2292
PhoeniX,Kazakhstan,2785
asPekt,Poland,3781
pak,Serbia,3533
esportshop,Belgium,3286
Captain Karacho,Germany,2538
Vart e mitt vapen? ,Sweden,2293
CHECK KONGO,Spain,3782
Gamerzone,Sweden,3038
INtER,Kazakhstan,2786
FAMAZING,Netherlands,3287
Unknown,Other,2042
undercontrol,Serbia,3534
noXia,Croatia,2539
eside,France,3783
IGWT,Sweden,2294
STALKER,Kazakhstan,2787
inetklan,Sweden,3288
SK|zet,Sweden,2043
maniaX,Romania,2540
maniaonhold,Serbia,3535
Abou,Sweden,3039
FTC,France,3784
penguins crew,Ukraine,2295
SolteamiX,Kazakhstan,2788
Evilzon,Sweden,2044
dyfu,Sweden,3289
Lethal Team,Greece,2541
Hold Your Colour,France,3785
Paranoids,Portugal,3040
Jeleznii Wosminog,Ukraine,2296
1nt_L,Kazakhstan,2789
Infernals,Sweden,2045
teamclanb0t,Sweden,3290
resurgam,Croatia,2542
Barcelona 1899,Germany,3041
INETOZORDY,Poland,3786
VKO,Kazakhstan,2790
IF,Ukraine,2297
SouthSide,Serbia,3536
Evilzone,Sweden,2046
SNOGARD fe,Germany,3291
team-elite,Croatia,2543
TMS,Ukraine,2298
Spelarena.no,Norway,2047
InN1,Italy,3787
eZone,Serbia,3537
team9,Kazakhstan,2791
CAMULODUNUM ,United Kingdom,3042
NEB-Gaming,Norway,3292
supernal,Greece,2544
AWAy,Kazakhstan,2792
macivity,France,2048
nuTeP,Russia,2299
hostile.mix,France,2545
Islanders eSports,Europe,3788
doitonlan,United Kingdom,3293
kka,Bosnia and Herzegovina,3043
saints,Bulgaria,3538
ShockWave,Kazakhstan,2793
nG-Gaming,Bulgaria,2546
vendetta ,Lithuania,3294
Zealand,Denmark,2049
KILLERFISH,Germany,3789
mibr fe,Brazil,3044
CSG,Moldova,2300
4uk,Bulgaria,3539
lanstaq,Germany,3790
Made in China,United Kingdom,3295
RTG,Poland,2794
HSBG fe,Bulgaria,3045
GameHeaven,Sweden,2301
Jutland,Denmark,2050
HKLAN,Denmark,2547
The_Professors,United Kingdom,3296
Pointofview!,France,3791
Kingsurf,Singapore,2302
BURNING! fe,France,2795
double damage,Ukraine,2548
mystical Lambda,Germany,2051
3DMAX,Sweden,3540
FireGamers fe,Brazil,3046
MEGA CHETSMODE,United Kingdom,3297
Sun Lolly,United Kingdom,3792
neXtPlease!,Romania,2303
comprede,Denmark,2549
KLF female,Russia,2796
GAMEFORCE.nu,Denmark,3541
Coolermaster fe,United States,3047
mouz|Kapio,Germany,2052
XOOPS ,Lithuania,3298
ProStaker,Sweden,2304
TERIYAKI,Denmark,2550
ULTiMATE.EGC,Hungary,3793
Qmatic4life fe,Bulgaria,2797
smiley,Denmark,3542
Madvision,Portugal,3048
Smst elle,Sweden,2053
[POD],United Kingdom,3299
flob,Denmark,2551
Vem Fan r ke,Sweden,2305
YamatO,Bulgaria,3794
JntefabrikkeN,Denmark,3543
H2k fe,Norway,2798
Essential,France,2054
minibots,Portugal,3049
w4sp ,United Kingdom,3300
SPILpriser,Denmark,2306
Pontus Bill,Denmark,2552
fiveagents,Germany,3795
asdasdaslol,Sweden,3544
RoX.KIS fe,Russia,2799
dimension9,Portugal,3050
NgP-Gaming,Germany,2055
E-Magine,United Kingdom,3301
[JMC],Denmark,2553
Ottes Talenter,Denmark,2307
Spero Spera,Korea,3796
eXplicit,Denmark,3545
EYE fe,Russia,2800
paradox,Portugal,3051
Tera-Gaming,Germany,2056
SiN ,United Kingdom,3302
DMEEK,Denmark,2554
Catalunya,Spain,2308
SiZ,Korea,3797
rimosso,Denmark,3546
myvirgins fe,Poland,2801
Guimaform,Portugal,3052
T44,Russia,2057
Free Agents.no,Norway,3303
valencia,Spain,2309
untitled,Denmark,2555
ONEPIECE,Korea,3798
99dAMAGE,Denmark,3547
maniaX fe,Romania,2802
forteam.ru,Russia,2058
Defining Stars,Portugal,3053
wo4.hs,United Kingdom,3304
Excellence,United Arab Emirates,2556
Team A,Brazil,2310
eFuture,China,3799
nex-Gaming,Denmark,3548
inGame fe,Russia,2803
Natus Vincere,Ukraine,2059
INSTANT,Germany,3054
PROPAGANDA ,United Kingdom,3305
LowLandLions,Belgium,2557
alchemists,Norway,2311
GANK,China,3800
venator,Denmark,3549
H1Ghtime,Russia,2060
iNNERFiRE fe,Bulgaria,2804
twentyone,Sweden,3306
mythiX,France,3055
Mix,Other,2558
Horoscope,China,3801
KILLER,Korea,2312
fnatic.f0rest,Sweden,2061
csc.Arena fe,Ukraine,2805
prinsesserne,Denmark,3550
gefle,Sweden,3307
DWTR,Sweden,3056
emop,Norway,2559
NEWFACE,Korea,2313
Nv.MSI.JZBA,China,3802
fnatic\cArn,Sweden,2062
NoRiskNoFun,Germany,2806
iRage,Denmark,3551
VVV,Russia,3057
quality,Sweden,3308
HeadZ,Norway,2560
burn,Finland,2314
TNFU,China,3803
TyLoo,China,2063
WomenRevolt,Russia,2807
upfront,Denmark,3552
iNey,Lithuania,3058
Gamesense,Sweden,3309
akademiks,Norway,2561
E.A. condoms ,Finland,2315
F.cn,China,3804
a4u,China,2064
Get It Now,Russia,2808
Jegpistolerdig,Denmark,3553
sweda,Sweden,3059
Laserfrogs,Sweden,3310
Goblins,Finland,2562
RADON,Finland,2316
5F,China,3805
dayGamers,Sweden,2065
ASUS Ladies,Czech Republic,2809
Holte Vinlager,Denmark,3554
MYM,Russia,3060
dope,Sweden,3311
revoluted,Finland,2563
AVATARS,China,3806
T.l. nutCrackers,Finland,2317
Deathtrick,Sweden,2066
justgirls,Spain,2810
proMotion,Sweden,3555
Hausen,United States,3061
MaximumKill ,Spain,3312
MotiVaatio,Finland,2564
Temporary,United States,3807
zerozkillz,Finland,2318
Conspiracy,Sweden,2067
Millenium fe,France,2811
EXCODE,Denmark,3556
mL Gaming,United States,3062
enjoy ,Spain,3313
dominators,Estonia,2565
We Go Hard,United States,3808
rootz,Finland,2319
IMBA,Sweden,2068
Reason CS:S,Czech Republic,2812
Project.YM,Denmark,3557
eXult,United States,3063
Ideath ,Spain,3314
DICKHOUSE,Estonia,2566
Virtus.pro female,Russia,3809
Deathyard,Sweden,2069
Storm,Uzbekistan,2320
Team Bluemoon,Norway,2813
Visual,Denmark,3558
TAU,United States,3064
Voodoo Gaming,Poland,3315
nOu,Estonia,2567
Calziumkidz,Sweden,2070
wasd.AMD,Romania,3810
R1A,Ukraine,2321
Trondheim Beavers,Norway,2814
C.Advantage,Denmark,3559
Backfire,United States,3065
halvbra,Sweden,3316
LCSL,Lithuania,2568
allStars,Romania,3811
Games4u,Sweden,2071
Team ASES,Spain,2322
KAS,Denmark,3560
Vicious-Gaming,United States,3066
blowliNE,Norway,2815
LMC,Sweden,3317
VOPE,Norway,2569
surreal,Romania,3812
Carpediem,Sweden,2072
TEAM-ABSOLUT,Spain,2323
EFALL,France,3561
CyberRevolution ,United States,3067
unique,Sweden,2816
sMk,Serbia,2570
bounZe,Sweden,3318
untitled,Romania,3813
1D,Sweden,2073
iDLES,Finland,2324
tao,Russia,3562
Animus,United States,3068
Ukraine fe,Ukraine,2817
CMAX.gg,Norway,2571
BadClan,Sweden,2074
Lukes MoneyC,Sweden,3319
addicted,Romania,3814
Club35,Bulgaria,2325
OX.Enermax,Slovakia,3563
weTake,United States,3069
Israel fe,Israel,2818
sys7em,Greece,2572
Fear,Sweden,2075
svartvitt,Sweden,3320
Galicia,Spain,2326
tseurope,Romania,3815
iGamerz,Sweden,3564
Max,United States,3070
Switzerland fe,Switzerland,2819
AEON.gamesense,Singapore,2573
Valenciana,Spain,2327
Cobra,Sweden,3321
Living Fire,United Kingdom,3565
TNG,Sweden,2076
muttley,Romania,3816
Admission,United States,3071
UK fe,United Kingdom,2820
Protos,Georgia,2574
team:svartskalle,Sweden,2328
Dragonslay,Sweden,3322
Seaborn,Sweden,2077
Lunatics.G1,Romania,3817
Lawnmowers,Norway,3566
akta!,United States,3072
Slovakia fe,Slovakia,2821
_u5_,Pakistan,2575
Stickyfingerz,Sweden,2329
Semprone,Sweden,3323
IO 2003,Sweden,2078
AA,Romania,3818
Kraftlaget,Norway,3567
The Dons,United States,3073
Serbia fe,Serbia,2822
RevolutionGames,Portugal,2576
Navarra,Spain,2330
privven,Sweden,3324
dropkick,Sweden,2079
tgk.ro,Romania,3819
Iniquity,United States,3074
GOAT,Norway,3568
n2l brilliants fe,Russia,2823
Morbidshot,Portugal,2577
TRD,Romania,3820
241,Sweden,2080
PC Werks,United States,3075
Murcia,Spain,2331
escape,Sweden,3325
Majestic esports,Norway,3569
dESIRE,Portugal,2578
Paranoids fe,Portugal,2824
SAL!,Romania,3821
Extremadura,Spain,2332
Frost,Sweden,3326
eMt,Sweden,2081
N3G,United States,3076
Prefix,Sweden,3570
szczelamy fe,Poland,2825
Ruination,Portugal,2579
WWND fe,Poland,2826
feelingood,Romania,3822
B@M,United States,3077
Madrid,Spain,2333
NwGaming.se,Sweden,3571
Crystal,Sweden,3327
coloN,Denmark,2082
Display,Portugal,2580
r3dm4n,Russia,2083
elle fe,France,2827
LOS,Sweden,3328
dopium,Finland,3078
Babel,Sweden,3572
justkidding,Bulgaria,2334
DINC.us,United States,2581
POWERED,Romania,3823
Dark Passage fe,Turkey,2828
ieS.bg,Bulgaria,2335
Jumpy,Sweden,2084
duellum,Spain,3079
Friction,Sweden,3329
Regret,Sweden,3573
pro.SiDE,Romania,3824
Executioners,Indonesia,2582
Home Dominant,Bulgaria,2336
dRiim,Finland,2085
topnotch,Sweden,3330
timeout,Romania,3825
NesHow fe,Spain,2829
NSD,India,2583
adeclik,France,3080
kiwislayerz,Sweden,3574
x-function,Portugal,3081
Cph Chiefs,Denmark,2584
f,Romania,3826
miniwalle,Sweden,2086
Gamersject,Macedonia,3331
Adolf,Sweden,3575
almighty,Bulgaria,2337
wCrea,France,3082
Valkyries fe,Portugal,2831
RashiiE,Norway,2087
eXelon,Denmark,2585
DIC,Sweden,3576
NORDIC-eSport,Denmark,3332
mob,Romania,3827
Crystal.DD,Sweden,2338
US fe,Poland,2832
AXION,France,2088
aineX,Bulgaria,2339
ProxeiM,Spain,2586
coketA,Spain,3083
HWA,Turkey,3333
tempteam,Sweden,3577
P9,Romania,3828
myRevenge.bg,Bulgaria,2340
Wizards,Spain,2587
Dodz,Estonia,2089
k2,Spain,3084
nopanties fe,Netherlands,2833
CPH Wolves,Denmark,3334
Vine Tsunamiu,Romania,3829
WokHouseMafia,Sweden,3578
insane,Sweden,2341
Begrip,Sweden,2588
NN Style,Russia,3085
iShop,Sweden,3335
Femina fe,Lithuania,2834
edik,Russia,2090
BULLZEYE,Romania,3830
Beach 1998,Sweden,3579
RN,Russia,3086
FCUK fe,Ukraine,2835
lmbt,Ukraine,2091
0bites,Sweden,2589
Serious,Sweden,2342
STL,Sweden,3580
Moscow Five fe,Russia,3336
gs,Romania,3831
KeyBoardSports,Australia,3087
Knallpulver,Sweden,2343
eternitY fe,France,2836
MusambaN1,Spain,2092
Intel Game Angels,Netherlands,3337
pimpmyaim,Romania,3832
ColdGame,Sweden,3581
2easy4,Germany,2590
Prior,Russia,2837
venom,Denmark,2591
Wizards fe,Spain,3338
KraBbStyLe,Sweden,2344
9ez,China,3088
coLLy,Turkey,2093
mp,Sweden,3582
eX,Romania,3833
4D,Russia,2838
viSio.dei,Denmark,2592
ProGaming fe,Brazil,3339
Kairi,Spain,2094
myRevenge.de,Germany,3089
AiRBASE,Poland,3834
DoW,Portugal,3583
unFinished fe,Sweden,2345
eneric.LIONS fe,Sweden,3340
SpeedParty,Russia,2839
UNiTED,Russia,2593
ODIE,Germany,2095
genetic,Portugal,3584
777,Bulgaria,3835
asgarv,Sweden,2346
ARSENIX,Germany,3090
ESC fe,Germany,3341
Krabbfolket,Sweden,2347
Team A,Europe,2594
need2lead,Russia,2840
TarluNd,Russia,2096
madjick,Portugal,3585
AEQ,Sweden,3836
shopopalo,Ukraine,3091
SoA,Denmark,2097
Amazing Five,Bulgaria,3837
Team B,Europe,2595
Independent,Russia,2841
GetHard,Ukraine,3092
energiE5,Portugal,3586
phasmatis,Lithuania,3342
GARAGEKLAN,Sweden,2348
Mighty44,Russia,3343
Team C,Europe,2596
c4,Ukraine,3093
Random,Denmark,2098
Inter,Russia,2842
mix|,Sweden,2349
summerians,Portugal,3587
Anexis.de,Germany,3838
aNgels WingS,France,3839
Team D,Europe,2597
CMAX.gg,Other,2099
dots,Denmark,3344
vortex,Portugal,3588
KA3Hb!,Russia,2843
Naruto,Ukraine,3094
SPEEDLINK female,Germany,2350
dubstep,France,3840
Kindred,Canada,2598
Weekend,Sweden,2351
tempus moriendi,Poland,2100
Acedate,Russia,2844
ETMIX,Denmark,3345
pandorum,Portugal,3589
MoralezZ,Ukraine,3095
ENTOURAGE,Bulgaria,3841
TimeToShine,Sweden,2352
NERDSMASHERS,Canada,2599
banana boys,Russia,2845
braindamage,Portugal,3590
moddii,Sweden,2101
protryk,Denmark,3346
Undead,Ukraine,3096
ALL-IN,Russia,2846
QualityComplex,Portugal,3591
Macedonia,Macedonia,2102
teamlol,Denmark,3347
iMpaKt,Sweden,2353
imba,France,3842
Berserk,Canada,2600
Fame,Ukraine,3097
LAN1ATOREN,Germany,3843
insanus,Portugal,3592
CG,Sweden,2354
Its Really,Russia,2847
Bitches dont Exist,Sweden,2601
KiRbYtEaM,Denmark,3348
zaider,Denmark,2103
GJP,Ukraine,3098
23,Ukraine,3099
noas,Denmark,2104
MAELSTROM,France,3844
mixah,Denmark,3349
TS-Gaming,Sweden,2602
Animated Game,Sweden,2355
Tooeasy,Russia,2848
paraplexy,Portugal,3593
chrillers,Denmark,2105
BoatsNHoes,Sweden,2356
Chicken-Project,Portugal,3594
yxo,Ukraine,3100
dateam,Sweden,3350
younameit,Sweden,2603
myDesire,Germany,3845
Unreal Unit,Russia,2849
mystiC,Germany,3846
mix.ru2,Russia,2850
Georgia,Georgia,3351
counterzone,Sweden,2604
optimize,Portugal,3595
BERRY,Denmark,2106
ARENA,Ukraine,3101
noll587,Sweden,2357
JAS,Portugal,3596
DEC?,Spain,2605
nGt Gaming,Portugal,3847
13,Sweden,2358
Unbidden.ru,Russia,2851
crapzn,Denmark,2107
AvaTar,Portugal,3352
FirstFrag,Sweden,3102
shArkz,Portugal,3353
startRecording,Portugal,3597
#kometa,Russia,2852
Pilarna,Sweden,2359
Wildlions,Spain,2606
ArcticNova,Norway,3103
nova,Spain,3848
FTK,China,2108
clickMouse,Russia,2853
stanana,Portugal,3598
Guimaform,Portugal,3354
Redbullz,Sweden,2360
infernalGamers,Finland,3104
A.letales,Spain,2607
PROJECT,Poland,3849
Legacy,United States,2109
devotion,Denmark,3105
smokeplayeRs,Germany,3850
Wdest,Spain,2608
GTZ,Portugal,3599
SAM-GAMING,Portugal,3355
7D,Russia,2854
maadtech,Sweden,2361
iDemise,United States,2110
SoulSuck,United Kingdom,3851
Dtw,Spain,2609
DS,Portugal,3356
HardWay,Russia,2855
Full-Gaming,Denmark,3106
Carebox,Sweden,2362
Shockwave,Germany,2111
INH,Portugal,3600
SuperHeroes,Denmark,3107
redbyte,Italy,3852
vitloek,Sweden,2363
HG,Turkey,3357
xtraVagant,Germany,2112
Human Dark Side,Russia,2856
hardstyle,Portugal,3601
freedoM,Spain,2610
inHEAD,Germany,2113
NM,Spain,2611
TRYOUT,Germany,3853
Core Gaming,United Kingdom,3358
TERROR SQUAD,Russia,2857
rage!,Denmark,3108
neverlan,Portugal,3602
thejoint,Sweden,2364
evocom,Portugal,3603
1NFECTED,Russia,2858
DesTroys,Spain,2612
NeverPlay,Germany,2114
PlayBoys,Sweden,2365
Latin Consortium,Denmark,3109
zX9,Norway,3359
WYBOROWA,Poland,3854
westside.esports,Sweden,2366
LiR,Russia,2859
PRAETORIANS,Portugal,3604
Justgirl,Spain,2613
TicoGamers,Costa Rica,3110
BVG,Poland,2115
Blight Gaming,Sweden,3360
ZX CLAN,Bulgaria,3855
Ghostfox,Czech Republic,2116
team-decerto,United Kingdom,2860
DN-Gaming,Spain,3605
KerchNET,Ukraine,2614
upptagen,Sweden,2367
oGs,Norway,3361
bloodineyes ,Brazil,3111
High Five,Germany,3856
Blank.de,Germany,2117
NUT,Denmark,2861
nu tar vi guld,Sweden,2368
KILL ALL,Ukraine,2615
Gaming.CO,Spain,3606
Synchronicity,United States,3857
Legends,Ukraine,3362
Appon ,Brazil,3112
XENOPLAY,Germany,2118
15 min concede,Denmark,2862
dragonslayer$,Sweden,3363
KA3Hb,Ukraine,2616
xipho,Sweden,2369
pinkmonkeyz,Portugal,3607
Gamewise,Brazil,3113
modus,United States,3858
PinG,Ukraine,2617
BMC,Denmark,3364
Geh aB.pingKing,Austria,2119
pedobears,Sweden,2370
onFire ,Denmark,2863
Insula,Portugal,3608
oNe,Brazil,3114
cRazY canUcKz,Canada,3859
opix-gaming,Sweden,2371
ArLine,Kazakhstan,2618
seven11,Denmark,2864
XYSMA ,Finland,3365
GAMEREADING,Germany,2120
MYMIND ,Brazil,3115
uPro Legends,Russia,3860
pELucONeS,Spain,3609
EDGE,Belarus,3366
Moldova,Moldova,2619
cooL,Romania,3861
team-zone,Poland,2121
xTz,Brazil,3116
nyla,Spain,3610
Fraternity,Denmark,2865
wu_taNg,Sweden,2372
mSmworld .tsg,Germany,2122
Croatia,Croatia,2620
reload,Hungary,3367
Booyaa!,Denmark,2866
MK.inuria,Bosnia and Herzegovina,3611
suap ,Brazil,3117
Online Kingdom fe,Romania,3862
FrostFritt,Sweden,2373
Team NeiRo,Germany,2123
Earth,Other,2621
H1GHF1VE,Denmark,2867
BGDonLINE,Serbia,3368
United,Serbia,3863
GamerHouse ,Brazil,3118
FRIENDS,Bosnia and Herzegovina,3612
BlackFade,Sweden,2374
Wind,Other,2622
Lemon Crew,Germany,2124
kcruscszc,Denmark,2868
LURAD,Sweden,3369
hofo,Sweden,2375
ddt,Brazil,3119
NFK,Bosnia and Herzegovina,3613
lo2bob,Denmark,3864
Fire,Other,2623
Nebrec,Czech Republic,2125
iCut,Denmark,2869
calibre,Finland,3370
eSuba.LG,Czech Republic,3614
wNv,China,2376
Players,Sweden,3865
kxN ,Brazil,3120
Water,Other,2624
DRAMAMONKz,Germany,2126
Saeta Equina,Denmark,2870
NSB,Serbia,3615
Svennebanan,Sweden,2377
Charge,Sweden,3371
Anexis,Denmark,3866
Gabline,Russia,3121
Madplay,Sweden,2625
red lobster,Denmark,2871
unplayable,Germany,2127
